clinvar,mane,mane_aa,alphafold
1455247,NM_014714.4,NP_055529.2,AF-Q96RY7-F1
1455249,NM_001077350.3,NP_001070818.1,AF-Q12980-F1
1455253,NM_001232.4,NP_001223.2,AF-O14958-F1
1455254,NM_006147.4,NP_006138.1,AF-G0Z349-F1
1455255,NM_000268.4,NP_000259.1,AF-A0A024R1J8-F1
1455257,NM_000268.4,NP_000259.1,AF-A0A024R1J8-F1
1455258,NM_006383.4,NP_006374.1,AF-O75838-F1
1455259,NM_213653.4,NP_998818.1,AF-A0A024R4F5-F1
1455260,NM_000268.4,NP_000259.1,AF-A0A024R1J8-F1
1455266,NM_001079866.2,NP_001073335.1,AF-A0A024R445-F1
1455275,NM_032444.4,NP_115820.2,AF-Q8IY92-F1
1455282,NM_015166.4,NP_055981.1,AF-A0A024R4V4-F1
1455285,NM_000020.3,NP_000011.2,AF-A0A0S2Z310-F1
1455287,NM_025114.4,NP_079390.3,AF-O15078-F1
1455290,NM_024529.5,NP_078805.3,AF-Q6P1J9-F1
1455301,NM_004560.4,NP_004551.2,AF-Q01974-F1
1455303,NM_000444.6,NP_000435.3,AF-P78562-F1
1455313,NM_000312.4,NP_000303.1,AF-P04070-F1
1455322,NM_000359.3,NP_000350.1,AF-P22735-F1
1455325,NM_000190.4,NP_000181.2,AF-P08397-F1
1455327,NM_001039958.2,NP_001035047.1,AF-Q0VG99-F1
1455329,NM_006282.5,NP_006273.1,AF-Q13043-F1
1455332,NM_000488.4,NP_000479.1,AF-A0A024R944-F1
1455333,NM_020366.4,NP_065099.3,AF-Q96KN7-F1
1455335,NM_003640.5,NP_003631.2,AF-O95163-F1
1455362,NM_018192.4,NP_060662.2,AF-Q8IVL5-F1
1455364,NM_201253.3,NP_957705.1,AF-P82279-F1
1455365,NM_000444.6,NP_000435.3,AF-P78562-F1
1455373,NM_201253.3,NP_957705.1,AF-P82279-F1
1455376,NM_003647.3,NP_003638.1,AF-A1L4Q0-F1
1455378,NM_024996.7,NP_079272.4,AF-E5KND5-F1
1455380,NM_000548.5,NP_000539.2,AF-P49815-F1
1455383,NM_004183.4,NP_004174.1,AF-O76090-F1
1455384,NM_005957.5,NP_005948.3,AF-P42898-F1
1455391,NM_197968.4,NP_932072.1,AF-Q9UBW7-F1
1455393,NM_004937.3,NP_004928.2,AF-A0A0S2Z3K3-F1
1455394,NM_000260.4,NP_000251.3,AF-Q13402-F1
1455400,NM_000546.6,NP_000537.3,AF-K7PPA8-F1
1455403,NM_004628.5,NP_004619.3,AF-Q01831-F1
1455410,NM_000539.3,NP_000530.1,AF-P08100-F1
1455414,NM_024675.4,NP_078951.2,AF-Q86YC2-F1
1455418,NM_000092.5,NP_000083.3,AF-P53420-F1
1455419,NM_002087.4,NP_002078.1,AF-P28799-F1
1455420,NM_004813.4,NP_004804.2,AF-Q9Y5Y5-F1
1455434,NM_002693.3,NP_002684.1,AF-E5KNU5-F1
1455438,NM_001127671.2,NP_001121143.1,AF-P42702-F1
1455439,NM_000527.5,NP_000518.1,AF-A0A024R7D5-F1
1455440,NM_012452.3,NP_036584.1,AF-O14836-F1
1455444,NM_000169.3,NP_000160.1,AF-P06280-F1
1455445,NM_002335.4,NP_002326.2,AF-O75197-F1
1455450,NM_003590.5,NP_003581.1,AF-A0A024R475-F1
1455452,NM_001039141.3,NP_001034230.1,AF-Q9H2D6-F1
1455459,NM_001360.3,NP_001351.2,AF-A0A024R5F7-F1
1455465,NM_006915.3,NP_008846.2,AF-A0A1B2JLU2-F1
1455468,NM_000206.3,NP_000197.1,AF-P31785-F1
1455474,NM_004484.4,NP_004475.1,AF-I6QTG3-F1
1455475,NM_006623.4,NP_006614.2,AF-O43175-F1
1455486,NM_004187.5,NP_004178.2,AF-P41229-F1
1455488,NM_020320.5,NP_064716.2,AF-Q5T160-F1
1455490,NM_032043.3,NP_114432.2,AF-Q9BX63-F1
1455492,NM_001126108.2,NP_001119580.2,AF-P55017-F1
1455497,NM_000260.4,NP_000251.3,AF-Q13402-F1
1455499,NM_000474.4,NP_000465.1,AF-Q15672-F1
1455500,NM_001875.5,NP_001866.2,AF-P31327-F1
1455502,NM_000044.6,NP_000035.2,AF-P10275-F1
1455507,NM_000238.4,NP_000229.1,AF-A0A090N8Q0-F1
1455514,NM_014874.4,NP_055689.1,AF-O95140-F1
1455523,NM_147127.5,NP_667338.3,AF-Q86UK5-F1
1455525,NM_001814.6,NP_001805.4,AF-P53634-F1
1455530,NM_006005.3,NP_005996.2,AF-A0A0S2Z4V6-F1
1455534,NM_000372.5,NP_000363.1,AF-L8B082-F1
1455535,NM_002439.5,NP_002430.3,AF-P20585-F1
1455552,NM_032578.4,NP_115967.2,AF-Q86TC9-F1
1455556,NM_014946.4,NP_055761.2,AF-E5KRP5-F1
1455558,NM_000390.4,NP_000381.1,AF-P24386-F1
1455560,NM_000390.4,NP_000381.1,AF-P24386-F1
1455561,NM_006432.5,NP_006423.1,AF-A0A024R6C0-F1
1455562,NM_000390.4,NP_000381.1,AF-P24386-F1
1455566,NM_004453.4,NP_004444.2,AF-Q16134-F1
1455568,NM_001943.5,NP_001934.2,AF-Q14126-F1
1455578,NM_213599.3,NP_998764.1,AF-Q75V66-F1
1455580,NM_000061.3,NP_000052.1,AF-Q06187-F1
1455581,NM_015295.3,NP_056110.2,AF-A6NHR9-F1
1455586,NM_000137.4,NP_000128.1,AF-A0A384P5L6-F1
1455587,NM_000444.6,NP_000435.3,AF-P78562-F1
1455591,NM_000135.4,NP_000126.2,AF-O15360-F1
1455596,NM_003002.4,NP_002993.1,AF-A0A0S2Z4J3-F1
1455600,NM_014141.6,NP_054860.1,AF-Q9UHC6-F1
1455603,NM_152618.3,NP_689831.2,AF-Q6ZW61-F1
1455604,NM_000317.3,NP_000308.1,AF-Q03393-F1
1455608,NM_000182.5,NP_000173.2,AF-E9KL44-F1
1455612,NM_015311.3,NP_056126.1,AF-O75147-F1
1455613,NM_032520.5,NP_115909.1,AF-Q9UJJ9-F1
1455614,NM_020366.4,NP_065099.3,AF-Q96KN7-F1
1455621,NM_000190.4,NP_000181.2,AF-P08397-F1
1455626,NM_025137.4,NP_079413.3,AF-Q96JI7-F1
1455640,NM_030957.4,NP_112219.3,AF-A0A0A0MQW6-F1
1455641,NM_000329.3,NP_000320.1,AF-Q16518-F1
1455645,NM_001367561.1,NP_001354490.1,AF-Q96N67-F1
1455647,NM_000020.3,NP_000011.2,AF-A0A0S2Z310-F1
1455649,NM_001854.4,NP_001845.3,AF-P12107-F1
1455653,NM_000179.3,NP_000170.1,AF-P52701-F1
1482812,NM_001368882.1,NP_001355811.1,AF-A0A2R8YGI3-F1
1482823,NM_130849.4,NP_570901.3,AF-Q6P5W5-F1
1482831,NM_001174147.2,NP_001167618.1,AF-O60663-F1
1482889,NM_025114.4,NP_079390.3,AF-O15078-F1
1482899,NM_000288.4,NP_000279.1,AF-O00628-F1
1482909,NM_000053.4,NP_000044.2,AF-P35670-F1
1482938,NM_000487.6,NP_000478.3,AF-A0A0C4DFZ2-F1
1482949,NM_000135.4,NP_000126.2,AF-O15360-F1
1482969,NM_006214.4,NP_006205.1,AF-O14832-F1
1483005,NM_001127671.2,NP_001121143.1,AF-P42702-F1
1483014,NM_001614.5,NP_001605.1,AF-P63261-F1
1483024,NM_000533.5,NP_000524.3,AF-A8K9L3-F1
1483036,NM_001165963.4,NP_001159435.1,AF-P35498-F1
1483056,NM_172107.4,NP_742105.1,AF-O43526-F1
1483155,NM_198525.3,NP_940927.2,AF-Q2M1P5-F1
1483165,NM_000135.4,NP_000126.2,AF-O15360-F1
1483175,NM_000089.4,NP_000080.2,AF-P08123-F1
1483186,NM_001844.5,NP_001835.3,AF-P02458-F1
1483197,NM_001287.6,NP_001278.1,AF-P51798-F1
1483207,NM_001134407.3,NP_001127879.1,AF-Q12879-F1
1510523,NM_003060.4,NP_003051.1,AF-O76082-F1
1510577,NM_001271.4,NP_001262.3,AF-O14647-F1
1510625,NM_001127644.2,NP_001121116.1,AF-P14867-F1
1510646,NM_020937.4,NP_065988.1,AF-Q8IYD8-F1
1510663,NM_001273.5,NP_001264.2,AF-Q14839-F1
1510671,NM_152263.4,NP_689476.2,AF-P06753-F1
1510680,NM_005670.4,NP_005661.1,AF-O95278-F1
1510691,NM_022089.4,NP_071372.1,AF-Q9NQ11-F1
1510719,NM_005419.4,NP_005410.1,AF-P52630-F1
1510730,NM_001165963.4,NP_001159435.1,AF-P35498-F1
1510756,NM_007279.3,NP_009210.1,AF-P26368-F1
1510796,NM_001211.6,NP_001202.5,AF-O60566-F1
1510805,NM_000277.3,NP_000268.1,AF-A0A024RBG4-F1
1510865,NM_004813.4,NP_004804.2,AF-Q9Y5Y5-F1
1510894,NM_000057.4,NP_000048.1,AF-P54132-F1
1510903,NM_000016.6,NP_000007.1,AF-A0A0S2Z366-F1
1510948,NM_015450.3,NP_056265.2,AF-A0A024R739-F1
1347207,NM_000497.4,NP_000488.3,AF-P15538-F1
1347216,NM_006623.4,NP_006614.2,AF-O43175-F1
1347313,NM_000478.6,NP_000469.3,AF-A0A024RAB4-F1
1347331,NM_020461.4,NP_065194.3,AF-Q96RT7-F1
1347342,NM_032043.3,NP_114432.2,AF-Q9BX63-F1
1347360,NM_005051.3,NP_005042.1,AF-P47897-F1
1347390,NM_006772.3,NP_006763.2,AF-Q96PV0-F1
1347444,NM_032888.4,NP_116277.2,AF-Q8IZC6-F1
1347453,NM_003000.3,NP_002991.2,AF-P21912-F1
1347472,NM_002454.3,NP_002445.2,AF-Q9UBK8-F1
1347492,NM_016277.5,NP_057361.3,AF-A0A024RD41-F1
1347501,NM_007194.4,NP_009125.1,AF-O96017-F1
1347512,NM_006096.4,NP_006087.2,AF-Q92597-F1
1347540,NM_013275.6,NP_037407.4,AF-Q6UB99-F1
1347589,NM_000090.4,NP_000081.2,AF-P02461-F1
1347611,NM_000198.4,NP_000189.1,AF-A0A024R0F9-F1
1374776,NM_017534.6,NP_060004.3,AF-Q9UKX2-F1
1374851,NM_025137.4,NP_079413.3,AF-Q96JI7-F1
1374860,NM_001851.6,NP_001842.3,AF-P20849-F1
1374869,NM_139058.3,NP_620689.1,AF-Q96QS3-F1
1374928,NM_000256.3,NP_000247.2,AF-Q14896-F1
1374939,NM_017777.4,NP_060247.2,AF-Q9NXB0-F1
1375055,NM_018297.4,NP_060767.2,AF-Q96IV0-F1
1375086,NM_005535.3,NP_005526.1,AF-P42701-F1
1375183,NM_000273.3,NP_000264.2,AF-P51810-F1
1402387,NM_000140.5,NP_000131.2,AF-P22830-F1
1376358,NM_000071.3,NP_000062.1,AF-P35520-F1
1376410,NM_000350.3,NP_000341.2,AF-P78363-F1
1376471,NM_000274.4,NP_000265.1,AF-A0A140VJQ4-F1
1403731,NM_015047.3,NP_055862.1,AF-Q8N766-F1
1403759,NM_005228.5,NP_005219.2,AF-P00533-F1
1403796,NM_000124.4,NP_000115.1,AF-Q03468-F1
1403814,NM_013254.4,NP_037386.1,AF-Q9UHD2-F1
1403875,NM_001040142.2,NP_001035232.1,AF-Q99250-F1
1403937,NM_004453.4,NP_004444.2,AF-Q16134-F1
1403957,NM_025114.4,NP_079390.3,AF-O15078-F1
1403982,NM_001611.5,NP_001602.1,AF-A0A024R7F8-F1
1404062,NM_004183.4,NP_004174.1,AF-O76090-F1
1430797,NM_013382.7,NP_037514.2,AF-Q9UKY4-F1
1430806,NM_001023570.4,NP_001018864.2,AF-Q15051-F1
1430817,NM_000228.3,NP_000219.2,AF-A0A0S2Z3R6-F1
1430872,NM_001044385.3,NP_001037850.1,AF-Q96Q45-F1
1430910,NM_000587.4,NP_000578.2,AF-P10643-F1
1430979,NM_001077418.3,NP_001070886.1,AF-Q9H6L2-F1
1430990,NM_003640.5,NP_003631.2,AF-O95163-F1
1458171,NM_004082.5,NP_004073.2,AF-Q14203-F1
1458172,NM_032043.3,NP_114432.2,AF-Q9BX63-F1
1458173,NM_001844.5,NP_001835.3,AF-P02458-F1
1458176,NM_004836.7,NP_004827.4,AF-Q9NZJ5-F1
1458178,NM_016464.5,NP_057548.1,AF-Q9NPI0-F1
1458180,NM_014795.4,NP_055610.1,AF-O60315-F1
1458183,NM_003361.4,NP_003352.2,AF-P07911-F1
1458184,NM_002890.3,NP_002881.1,AF-P20936-F1
1458185,NM_001298.3,NP_001289.1,AF-Q16281-F1
1458187,NM_001298.3,NP_001289.1,AF-Q16281-F1
1458193,NM_000498.3,NP_000489.3,AF-P19099-F1
1458208,NM_001849.4,NP_001840.3,AF-A0A384MDP3-F1
1458209,NM_000228.3,NP_000219.2,AF-A0A0S2Z3R6-F1
1458212,NM_002485.5,NP_002476.2,AF-O60934-F1
1458218,NM_014855.3,NP_055670.1,AF-O43299-F1
1458224,NM_014319.5,NP_055134.2,AF-A0A024RBB9-F1
1458225,NM_032581.4,NP_115970.2,AF-Q9BYI3-F1
1458231,NM_001126108.2,NP_001119580.2,AF-P55017-F1
1458235,NM_000275.3,NP_000266.2,AF-Q04671-F1
1458236,NM_001005373.4,NP_001005373.1,AF-A0A024R870-F1
1458237,NM_001126108.2,NP_001119580.2,AF-P55017-F1
1458238,NM_000350.3,NP_000341.2,AF-P78363-F1
1458246,NM_001126108.2,NP_001119580.2,AF-P55017-F1
1458247,NM_001165963.4,NP_001159435.1,AF-P35498-F1
1458250,NM_001165963.4,NP_001159435.1,AF-P35498-F1
1458254,NM_003060.4,NP_003051.1,AF-O76082-F1
1458255,NM_001077365.2,NP_001070833.1,AF-A0A140VKE0-F1
1458258,NM_000093.5,NP_000084.3,AF-P20908-F1
1458263,NM_001165963.4,NP_001159435.1,AF-P35498-F1
1458264,NM_000277.3,NP_000268.1,AF-A0A024RBG4-F1
1458265,NM_001165963.4,NP_001159435.1,AF-P35498-F1
1458267,NM_007186.6,NP_009117.2,AF-Q9BV73-F1
1458269,NM_000277.3,NP_000268.1,AF-A0A024RBG4-F1
1458272,NM_001288705.3,NP_001275634.1,AF-P07333-F1
1458279,NM_014844.5,NP_055659.2,AF-O15040-F1
1458289,NM_000441.2,NP_000432.1,AF-O43511-F1
1458299,NM_001453.3,NP_001444.2,AF-Q12948-F1
1458300,NM_003742.4,NP_003733.2,AF-O95342-F1
1458303,NM_000478.6,NP_000469.3,AF-A0A024RAB4-F1
1458308,NM_021625.5,NP_067638.3,AF-Q9HBA0-F1
1458319,NM_001242896.3,NP_001229825.1,AF-O75140-F1
1458320,NM_172107.4,NP_742105.1,AF-O43526-F1
1458325,NM_000500.9,NP_000491.4,AF-Q16874-F1
1458327,NM_025137.4,NP_079413.3,AF-Q96JI7-F1
1458330,NM_006772.3,NP_006763.2,AF-Q96PV0-F1
1458331,NM_014336.5,NP_055151.3,AF-F1T0B6-F1
1458343,NM_000090.4,NP_000081.2,AF-P02461-F1
1458348,NM_004004.6,NP_003995.2,AF-H9U1J4-F1
1458349,NM_000090.4,NP_000081.2,AF-P02461-F1
1458352,NM_001079866.2,NP_001073335.1,AF-A0A024R445-F1
1458364,NM_000383.4,NP_000374.1,AF-O43918-F1
1458366,NM_000334.4,NP_000325.4,AF-P35499-F1
1458371,NM_001242896.3,NP_001229825.1,AF-O75140-F1
1458372,NM_000021.4,NP_000012.1,AF-A0A024R6A3-F1
1458373,NM_001875.5,NP_001866.2,AF-P31327-F1
1458374,NM_001024630.4,NP_001019801.3,AF-Q13950-F1
1458377,NM_005732.4,NP_005723.2,AF-Q92878-F1
1458388,NM_001077418.3,NP_001070886.1,AF-Q9H6L2-F1
1458393,NM_003072.5,NP_003063.2,AF-P51532-F1
1458396,NM_058179.4,NP_478059.1,AF-A0A024R222-F1
1458399,NM_000304.4,NP_000295.1,AF-Q01453-F1
1458404,NM_144997.7,NP_659434.2,AF-Q8NFG4-F1
1458409,NM_000214.3,NP_000205.1,AF-P78504-F1
1458417,NM_000092.5,NP_000083.3,AF-P53420-F1
1458424,NM_000091.5,NP_000082.2,AF-Q01955-F1
1458425,NM_000091.5,NP_000082.2,AF-Q01955-F1
1458455,NM_020166.5,NP_064551.3,AF-A0A0S2Z693-F1
1458456,NM_020166.5,NP_064551.3,AF-A0A0S2Z693-F1
1458468,NM_025114.4,NP_079390.3,AF-O15078-F1
1458483,NM_000283.4,NP_000274.3,AF-P35913-F1
1458490,NM_000187.4,NP_000178.2,AF-Q93099-F1
1458491,NM_000474.4,NP_000465.1,AF-Q15672-F1
1458492,NM_016247.4,NP_057331.2,AF-F1T0J3-F1
1458493,NM_015909.4,NP_056993.2,AF-A2RRP1-F1
1458495,NM_177438.3,NP_803187.1,AF-Q9UPY3-F1
1458496,NM_000101.4,NP_000092.2,AF-P13498-F1
1458510,NM_003242.6,NP_003233.4,AF-A3QNQ0-F1
1458511,NM_000203.5,NP_000194.2,AF-P35475-F1
1458522,NM_000352.6,NP_000343.2,AF-Q09428-F1
1458525,NM_153717.3,NP_714928.1,AF-P57679-F1
1458529,NM_001127178.3,NP_001120650.1,AF-Q5H8A4-F1
1458534,NM_003060.4,NP_003051.1,AF-O76082-F1
1458536,NM_006005.3,NP_005996.2,AF-A0A0S2Z4V6-F1
1458550,NM_006017.3,NP_006008.1,AF-O43490-F1
1458553,NM_000270.4,NP_000261.2,AF-P00491-F1
1458557,NM_000048.4,NP_000039.2,AF-A0A024RDL8-F1
1458559,NM_001367916.1,NP_001354845.1,AF-Q9H0U3-F1
1458565,NM_017777.4,NP_060247.2,AF-Q9NXB0-F1
1458566,NM_001080517.3,NP_001073986.1,AF-Q9C0A6-F1
1458578,NM_000214.3,NP_000205.1,AF-P78504-F1
1458581,NM_000112.4,NP_000103.2,AF-P50443-F1
1458586,NM_006019.4,NP_006010.2,AF-A0A024R5E5-F1
1485821,NM_000152.5,NP_000143.2,AF-P10253-F1
1485831,NM_000170.3,NP_000161.2,AF-P23378-F1
1485861,NM_005219.5,NP_005210.3,AF-O60610-F1
1485870,NM_001360016.2,NP_001346945.1,AF-A0A384NL00-F1
1485881,NM_000642.3,NP_000633.2,AF-P35573-F1
1485934,NM_000260.4,NP_000251.3,AF-Q13402-F1
1485965,NM_001023570.4,NP_001018864.2,AF-Q15051-F1
1485977,NM_004260.4,NP_004251.4,AF-O94761-F1
1486005,NM_024753.5,NP_079029.3,AF-Q7Z4L5-F1
1486025,NM_001195263.2,NP_001182192.1,AF-Q9H5P4-F1
1486075,NM_000273.3,NP_000264.2,AF-P51810-F1
1486086,NM_015915.5,NP_056999.2,AF-A0A0S2Z5B0-F1
1486097,NM_000275.3,NP_000266.2,AF-Q04671-F1
1486106,NM_020937.4,NP_065988.1,AF-Q8IYD8-F1
1486132,NM_015102.5,NP_055917.1,AF-O75161-F1
1486143,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1486154,NM_000531.6,NP_000522.3,AF-P00480-F1
1486163,NM_022356.4,NP_071751.3,AF-Q32P28-F1
1486174,NM_207352.4,NP_997235.3,AF-Q6ZWL3-F1
1486206,NM_000091.5,NP_000082.2,AF-Q01955-F1
1486216,NM_001018115.3,NP_001018125.1,AF-Q9BXW9-F1
1513550,NM_024577.4,NP_078853.2,AF-Q8TF17-F1
1513560,NM_000277.3,NP_000268.1,AF-A0A024RBG4-F1
1513569,NM_004646.4,NP_004637.1,AF-O60500-F1
1513610,NM_001875.5,NP_001866.2,AF-P31327-F1
1513631,NM_017654.4,NP_060124.2,AF-Q5K651-F1
1513641,NM_000969.5,NP_000960.2,AF-A2RUM7-F1
1513651,NM_000018.4,NP_000009.1,AF-P49748-F1
1513672,NM_001102564.3,NP_001096034.1,AF-Q96FT9-F1
1513681,NM_000187.4,NP_000178.2,AF-Q93099-F1
1513718,NM_000350.3,NP_000341.2,AF-P78363-F1
1513818,NM_000317.3,NP_000308.1,AF-Q03393-F1
1513863,NM_001323289.2,NP_001310218.1,AF-O76039-F1
1513874,NM_000053.4,NP_000044.2,AF-P35670-F1
1513883,NM_003560.4,NP_003551.2,AF-O60733-F1
1513893,NM_004183.4,NP_004174.1,AF-O76090-F1
1513922,NM_000372.5,NP_000363.1,AF-L8B082-F1
1513942,NM_002439.5,NP_002430.3,AF-P20585-F1
1513959,NM_000251.3,NP_000242.1,AF-P43246-F1
1513970,NM_000260.4,NP_000251.3,AF-Q13402-F1
1350204,NM_001165963.4,NP_001159435.1,AF-P35498-F1
1350262,NM_000353.3,NP_000344.1,AF-A0A140VKB7-F1
1350298,NM_133497.4,NP_598004.1,AF-Q8TDN2-F1
1350357,NM_001079866.2,NP_001073335.1,AF-A0A024R445-F1
1350368,NM_173630.4,NP_775901.3,AF-Q86VV8-F1
1350377,NM_000092.5,NP_000083.3,AF-P53420-F1
1350415,NM_000057.4,NP_000048.1,AF-P54132-F1
1350454,NM_000235.4,NP_000226.2,AF-P38571-F1
1350484,NM_004727.3,NP_004718.1,AF-O60721-F1
1350495,NM_001382391.1,NP_001369320.1,AF-A0A7I2V5W3-F1
1350506,NM_172250.3,NP_758454.1,AF-Q8IVH4-F1
1350538,NM_181486.4,NP_852259.1,AF-Q99593-F1
1350616,NM_032383.5,NP_115759.2,AF-Q969F9-F1
1350624,NM_178138.6,NP_835258.1,AF-F1T0D5-F1
1377818,NM_000528.4,NP_000519.2,AF-O00754-F1
1378009,NM_001876.4,NP_001867.2,AF-A0A024R5F4-F1
1378041,NM_000455.5,NP_000446.1,AF-A0A0S2Z4D1-F1
1378052,NM_001379200.1,NP_001366129.1,AF-A0A3B3IS18-F1
1375645,NM_001163435.3,NP_001156907.2,AF-Q8TEA7-F1
1375705,NM_002979.5,NP_002970.2,AF-A0A384NY87-F1
1375717,NM_020366.4,NP_065099.3,AF-Q96KN7-F1
1375749,NM_000091.5,NP_000082.2,AF-Q01955-F1
1375926,NM_004183.4,NP_004174.1,AF-O76090-F1
1403232,NM_001044385.3,NP_001037850.1,AF-Q96Q45-F1
1403252,NM_001080476.3,NP_001073945.1,AF-A8MXD5-F1
1403263,NM_000033.4,NP_000024.2,AF-P33897-F1
1403273,NM_000052.7,NP_000043.4,AF-Q04656-F1
1403312,NM_020975.6,NP_066124.1,AF-A0A024R7T2-F1
1403332,NM_001032221.6,NP_001027392.1,AF-P61764-F1
1403370,NM_000466.3,NP_000457.1,AF-O43933-F1
1403438,NM_012338.4,NP_036470.1,AF-A0A024R740-F1
1403449,NM_001114753.3,NP_001108225.1,AF-A0A024R878-F1
1430475,NM_002103.5,NP_002094.2,AF-P13807-F1
1430515,NM_002585.4,NP_002576.1,AF-A1MJ41-F1
1430600,NM_138387.4,NP_612396.1,AF-Q9BUM1-F1
1430667,NM_000548.5,NP_000539.2,AF-P49815-F1
1430677,NM_032861.4,NP_116250.3,AF-Q96JX3-F1
1430714,NM_000268.4,NP_000259.1,AF-A0A024R1J8-F1
1457743,NM_000268.4,NP_000259.1,AF-A0A024R1J8-F1
1457744,NM_001165963.4,NP_001159435.1,AF-P35498-F1
1457745,NM_000268.4,NP_000259.1,AF-A0A024R1J8-F1
1457756,NM_019032.6,NP_061905.2,AF-Q6UY14-F1
1457758,NM_007348.4,NP_031374.2,AF-P18850-F1
1457762,NM_000466.3,NP_000457.1,AF-O43933-F1
1457763,NM_183050.4,NP_898871.1,AF-A0A140VKB3-F1
1457765,NM_170707.4,NP_733821.1,AF-A0A384MQX1-F1
1457766,NM_170707.4,NP_733821.1,AF-A0A384MQX1-F1
1457769,NM_001368894.2,NP_001355823.1,AF-F1T0F8-F1
1457772,NM_000249.4,NP_000240.1,AF-P40692-F1
1457777,NM_000127.3,NP_000118.2,AF-Q16394-F1
1457783,NM_170707.4,NP_733821.1,AF-A0A384MQX1-F1
1457786,NM_002529.4,NP_002520.2,AF-P04629-F1
1457791,NM_000102.4,NP_000093.1,AF-P05093-F1
1457793,NM_207122.2,NP_997005.1,AF-Q93063-F1
1457796,NM_001122764.3,NP_001116236.1,AF-P50336-F1
1457801,NM_001011658.4,NP_001011658.1,AF-P0DI81-F1
1457806,NM_000466.3,NP_000457.1,AF-O43933-F1
1457822,NM_000062.3,NP_000053.2,AF-E9KL26-F1
1457823,NM_024529.5,NP_078805.3,AF-Q6P1J9-F1
1457824,NM_024529.5,NP_078805.3,AF-Q6P1J9-F1
1457831,NM_031885.5,NP_114091.4,AF-A0A804HIE1-F1
1457832,NM_000161.3,NP_000152.1,AF-A0A024R642-F1
1457836,NM_025137.4,NP_079413.3,AF-Q96JI7-F1
1457840,NM_201253.3,NP_957705.1,AF-P82279-F1
1457843,NM_201253.3,NP_957705.1,AF-P82279-F1
1457845,NM_020937.4,NP_065988.1,AF-Q8IYD8-F1
1457847,NM_002693.3,NP_002684.1,AF-E5KNU5-F1
1457853,NM_004183.4,NP_004174.1,AF-O76090-F1
1457855,NM_004183.4,NP_004174.1,AF-O76090-F1
1457858,NM_000574.5,NP_000565.1,AF-P08174-F1
1457863,NM_000187.4,NP_000178.2,AF-Q93099-F1
1457865,NM_015295.3,NP_056110.2,AF-A6NHR9-F1
1457866,NM_012281.3,NP_036413.1,AF-A4D0V9-F1
1457867,NM_025114.4,NP_079390.3,AF-O15078-F1
1457875,NM_015896.4,NP_056980.2,AF-O75800-F1
1457885,NM_013339.4,NP_037471.2,AF-Q9Y672-F1
1457890,NM_004629.2,NP_004620.1,AF-O15287-F1
1457892,NM_015629.4,NP_056444.3,AF-Q8WWY3-F1
1457893,NM_025114.4,NP_079390.3,AF-O15078-F1
1457901,NM_000326.5,NP_000317.1,AF-P12271-F1
1457904,NM_001040716.2,NP_001035806.1,AF-A0A024R5C5-F1
1457919,NM_006915.3,NP_008846.2,AF-A0A1B2JLU2-F1
1457929,NM_003907.3,NP_003898.2,AF-Q13144-F1
1457932,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1457935,NM_001360.3,NP_001351.2,AF-A0A024R5F7-F1
1457937,NM_001360.3,NP_001351.2,AF-A0A024R5F7-F1
1457946,NM_001567.4,NP_001558.3,AF-O15357-F1
1457947,NM_001127222.2,NP_001120694.1,AF-O00555-F1
1457948,NM_001100.4,NP_001091.1,AF-P68133-F1
1457951,NM_001100.4,NP_001091.1,AF-P68133-F1
1457954,NM_000314.8,NP_000305.3,AF-F6KD01-F1
1457955,NM_005660.3,NP_005651.1,AF-P78381-F1
1457956,NM_000073.3,NP_000064.1,AF-B0YIY5-F1
1457959,NM_001100.4,NP_001091.1,AF-P68133-F1
1457963,NM_018972.4,NP_061845.2,AF-Q8TB36-F1
1457968,NM_015662.3,NP_056477.1,AF-Q9UG01-F1
1457976,NM_000179.3,NP_000170.1,AF-P52701-F1
1457978,NM_001399.5,NP_001390.1,AF-Q92838-F1
1457980,NM_000260.4,NP_000251.3,AF-Q13402-F1
1457981,NM_000260.4,NP_000251.3,AF-Q13402-F1
1457985,NM_001399.5,NP_001390.1,AF-Q92838-F1
1457986,NM_001165963.4,NP_001159435.1,AF-P35498-F1
1457988,NM_000551.4,NP_000542.1,AF-A0A024R2F2-F1
1457996,NM_000179.3,NP_000170.1,AF-P52701-F1
1458003,NM_001365088.1,NP_001352017.1,AF-A0A024R9I5-F1
1458013,NM_000372.5,NP_000363.1,AF-L8B082-F1
1458014,NM_000372.5,NP_000363.1,AF-L8B082-F1
1458015,NM_000026.4,NP_000017.1,AF-P30566-F1
1458019,NM_014822.4,NP_055637.2,AF-O94855-F1
1458023,NM_000406.3,NP_000397.1,AF-P30968-F1
1458031,NM_001184880.2,NP_001171809.1,AF-Q8TAB3-F1
1458033,NM_001184880.2,NP_001171809.1,AF-Q8TAB3-F1
1458034,NM_000048.4,NP_000039.2,AF-A0A024RDL8-F1
1458037,NM_001360.3,NP_001351.2,AF-A0A024R5F7-F1
1458039,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1458043,NM_000061.3,NP_000052.1,AF-Q06187-F1
